net,length_um
net1,1664.475
net2,1498.44
clk,1470.41
net3,1030.24
net14,978.94
net27,922.94
net28,916.2
net25,915.26
net29,858.9
net24,835.295
net23,821.56
net30,792.34
clknet_0_clk,776.59
net22,764.62
net31,743.3
_1728_,725.1
net32,716.98
net87,694.1
net19,688.96
net21,675.4
net20,654.755
net33,652.54
net34,629.79
_0447_,604.36
net4,593.94
net6,593.88
net5,551.7
_0441_,549.52
net18,546.57
_0551_,521.87
_0473_,514.36
net17,512.4
_0639_,506.67
_0507_,500.475
_0495_,498.58
_0712_,498.375
_0505_,496.63
net16,495.76
_0457_,485.91
net11,480.66
_0519_,474.96
net7,468.915
net10,461.21
_1835_,455.74
_0443_,450.795
_0548_,450.135
_0429_,448.74
_0483_,446.14
net15,445.96
_0452_,439.04
net8,435.03
clknet_3_6__leaf_clk,432.07
_0595_,428.38
_0571_,425.15
clknet_3_3__leaf_clk,424.44
_0539_,423.075
_0538_,422.81
_0594_,420.46
net13,420.1
clknet_3_1__leaf_clk,414.52
_0476_,409.45
_0472_,406.82
_0535_,406.78
net9,403.58
_0565_,402.54
_0426_,402.52
_0464_,402.22
_0534_,401.675
_0489_,400.285
_0552_,399.77
_0561_,398.59
_0435_,395.79
clknet_3_0__leaf_clk,395.045
clknet_3_7__leaf_clk,392.38
clknet_3_4__leaf_clk,390.9
_1751_,379.8
_0532_,376.9
_1190_,373.38
_0596_,368.55
_0673_,364.68
_0511_,357.34
_0439_,355.34
_0499_,352.335
_0456_,348.44
_0498_,347.275
_0573_,342.33
_1729_,342
_0488_,341.27
_0958_,339.83
_0531_,337.54
_0503_,335.88
clknet_3_5__leaf_clk,331.05
_1858_,330.7
_0862_,329.04
_1235_,325.11
_0660_,322.43
_1128_,318.44
_0635_,318.42
_0927_,317.91
_1836_,317.88
_0425_,317.74
_0526_,311.96
_0480_,309.92
_0853_,309.91
_0530_,308.89
net81,308.6
_0449_,308.23
_0637_,308.18
_0557_,304.7
_0527_,303.955
_0986_,303.02
_2003_,302.35
_0536_,301.32
_0636_,301.05
net12,296.52
_0650_,293.615
_1810_,289.58
_0546_,289.165
_2002_,285.06
_0528_,280.68
_1847_,278.3
_0493_,277.04
_0560_,274.565
_0663_,273.54
_0509_,269.81
_0559_,268.48
_2071_,267.19
_2070_,265.86
_0863_,262.58
clknet_3_2__leaf_clk,259.92
_0543_,259.59
_0669_,258.2
_0652_,255.42
_1329_,254.115
_1146_,249.8
_0776_,246.325
_1764_,243.36
_0533_,242.94
_0666_,242.5
_1220_,241.13
_2025_,239.84
_0653_,238.86
_1234_,238.08
_0657_,236.03
_2014_,234.21
_0542_,233.98
_0556_,233.18
_1206_,232.14
_0674_,232.1
_0492_,231.14
_1821_,230.58
_1799_,230.52
_0899_,227.04
_1112_,224.845
_2093_,220.94
_1040_,220.28
_0555_,218.24
_0438_,214.52
_1028_,211.57
_0470_,210.16
_0649_,206.48
_1205_,206.32
_0396_,205.75
_0487_,204.475
_0816_,203.9
_0434_,199.88
_1052_,199.66
_1222_,199.6
_1120_,197.44
_0939_,197.15
_0506_,192.58
_0394_,191.68
_0479_,191.66
_0834_,191.48
_1164_,188.06
_1211_,187.25
_1054_,187.22
IM.address\[4\],186.93
_0398_,184.355
_0581_,183.98
_0918_,183.84
_2082_,183.52
_0948_,183.5
_0879_,182.04
_1740_,180.45
_0967_,179.56
_1716_,179.5
_1272_,177.9
_0516_,177.11
_1277_,175.39
_0550_,175
_1002_,174.64
_0513_,174.14
_1208_,173.12
_0602_,171.92
_1775_,170.26
_0529_,169.06
_1207_,168.37
_1103_,168.24
_0454_,167.8
_1688_,167.02
_0554_,166.49
_0910_,165.53
_1279_,164.94
_1786_,164.82
net63,164.82
_1109_,164.66
_0844_,163.615
_0890_,162.965
_0638_,162.82
_0605_,162.27
_0782_,161.56
_1149_,161.2
_0872_,159.36
_0794_,156.6
_0496_,155.78
net26,155.78
_0547_,154.42
_0465_,154.375
_0578_,154.1
_0515_,153.1
_1726_,152.42
_0983_,152.26
_0700_,152.08
_0466_,151.855
_0871_,151.38
_1167_,151.32
_0683_,150.72
_0777_,150.38
_0987_,150.26
net62,149.4
_1348_,149.16
_0977_,149.02
_1347_,148.76
_0693_,147.66
_1070_,147.65
_1047_,146.94
_1051_,146.4
_0445_,144
_1623_,143.44
_0747_,142.12
_0442_,139.58
_0739_,139.555
_0405_,138.72
_1005_,138.72
_1089_,138.1
_0791_,137.94
_0453_,137.62
_1486_,137.36
_1086_,136.49
_1187_,136.22
_0417_,135.82
_0954_,135.4
_1143_,135.18
_0610_,134.28
_0705_,133.68
_1655_,133.52
_0893_,133.5
_0661_,132.88
_0731_,132.76
_0773_,132.26
_0907_,132.12
_1584_,131.84
_0662_,131.22
_1174_,131.02
_0940_,130.96
_1245_,129.635
_1701_,129.02
_0450_,128.44
_0749_,128.34
_0504_,128.22
_0684_,127.86
_0475_,127.68
_1355_,126.57
_1081_,126.55
_1048_,126.26
_1155_,125.8
RF.registers\[10\]\[9\],125.68
_1061_,125.52
_1019_,125.48
_0500_,125.08
_0618_,124.6
_0629_,123.98
RF.registers\[7\]\[12\],122.48
_0402_,119.96
_0485_,119.58
_0395_,118.32
_0738_,117.68
_0497_,116.72
_0814_,116.16
_0424_,116.06
_1067_,115.68
_1553_,115.3
_1133_,115.16
_1025_,114.9
_0757_,114.82
_0463_,114.7
_0993_,113.76
_1667_,113.74
_0672_,113.34
_1092_,112.76
_1637_,112.2
_1088_,112.18
_0482_,111.82
_0878_,111.76
_1598_,110.54
clknet_leaf_0_clk,110.44
_0645_,109.88
_1354_,109.555
_1227_,109.18
_0397_,108.935
_1518_,108.4
_1027_,108.2
clknet_leaf_53_clk,107.675
_0714_,107.43
_0448_,107.14
_0916_,106.36
_0740_,104.92
clknet_leaf_70_clk,104.82
_0947_,104.56
_1069_,103.96
_0935_,103.34
_0634_,103.19
_0882_,101.7
_0858_,101.06
_1504_,101
_0621_,100.745
_0909_,99.66
_0590_,98.78
_1011_,98.74
_0843_,98.24
_1137_,98.035
_1216_,97.055
_0412_,96.82
_0938_,96.5
_1616_,96.28
_1078_,96.24
IM.address\[2\],95.9
_0976_,95.1
_1050_,94.92
_0922_,94.82
_0433_,94.8
_0524_,94.54
net86,93.96
_0726_,93.94
_1215_,93.2
RF.registers\[7\]\[14\],93.1
_0467_,92.76
_0861_,91.76
_1517_,91.14
_0766_,90.68
clknet_leaf_49_clk,90.52
_0966_,90.32
clknet_leaf_51_clk,89.66
_1252_,89.22
_1482_,88.62
RF.registers\[4\]\[6\],88.32
_0825_,88.3
net46,87.68
_0906_,87.56
net72,87.36
RF.registers\[7\]\[5\],87.14
_1221_,86.32
RF.registers\[7\]\[7\],86.15
clknet_leaf_50_clk,85.96
_0400_,85.38
clknet_leaf_27_clk,85.22
clknet_leaf_73_clk,85.22
_0717_,84.66
clknet_leaf_39_clk,84.66
IM.address\[1\],84.54
_1408_,84.54
IM.address\[0\],84.52
_0964_,83.76
_1317_,83.48
clknet_leaf_2_clk,83.2
_1310_,83.17
net47,82.84
_0763_,82.8
RF.registers\[7\]\[4\],82.26
_0881_,81.88
clknet_leaf_9_clk,81.72
_1461_,81.42
clknet_leaf_12_clk,81.32
_0544_,81.12
_1286_,81
_0570_,80.86
clknet_leaf_68_clk,80.46
_0469_,80.3
_0957_,79.96
_0446_,79.49
_1476_,79.32
net35,78.98
RF.registers\[7\]\[29\],78.78
_0713_,78.78
_0767_,78.46
clknet_leaf_65_clk,78.44
clknet_leaf_59_clk,78.32
_0520_,78.24
clknet_leaf_10_clk,78.2
RF.registers\[7\]\[10\],78.095
clknet_leaf_75_clk,77.76
net85,76.82
clknet_leaf_47_clk,76.08
clknet_leaf_26_clk,75.8
_0810_,75.64
net61,75.6
clknet_leaf_67_clk,75.42
_0691_,75.18
_0622_,75.04
_1147_,75
_0620_,74.94
_1626_,74.6
_0756_,74.22
_1037_,74.18
RF.registers\[7\]\[6\],73.8
clknet_leaf_5_clk,73.55
_0430_,73.52
_1372_,73.2
_1099_,72.92
_0812_,72.6
_1464_,72.24
_0667_,72.04
_0648_,72
clknet_leaf_37_clk,71.98
_0789_,71.76
_0593_,71.58
RF.registers\[4\]\[3\],71.46
_0403_,71.36
_1569_,71.14
_0981_,71
_0902_,70.9
_0972_,70.84
RF.registers\[7\]\[8\],70.62
_1615_,70.12
_0702_,69.7
RF.registers\[5\]\[5\],69.43
clknet_leaf_22_clk,69.335
_1512_,69.32
RF.registers\[7\]\[3\],69.08
_1488_,69.04
_0514_,68.95
_1247_,68.8
_0800_,68.36
_0566_,68.32
_1619_,68.3
_0623_,68.06
RF.registers\[5\]\[4\],67.94
_1029_,67.9
_0647_,67.74
clknet_leaf_36_clk,67.56
_0784_,67.48
clknet_leaf_61_clk,67.02
clknet_leaf_13_clk,66.98
_0710_,66.94
_0849_,66.94
_0601_,66.84
_1107_,66.44
RF.registers\[5\]\[18\],66.4
_1278_,66.12
RF.registers\[4\]\[5\],65.99
_0824_,65.64
_0917_,65.62
_1340_,65.44
_0889_,65.06
_1413_,64.76
_1444_,64.68
clknet_leaf_64_clk,64.58
_1345_,64.1
RF.registers\[7\]\[16\],63.9
_1437_,63.88
clknet_leaf_23_clk,63.74
clknet_leaf_15_clk,63.28
clknet_leaf_43_clk,63.04
RF.registers\[15\]\[0\],62.88
_0567_,62.72
clknet_leaf_33_clk,62.66
net78,62.54
_1393_,62.46
clknet_leaf_58_clk,62.44
_0460_,62.38
clknet_leaf_77_clk,62.32
_0418_,62.3
RF.registers\[6\]\[4\],62.12
RF.registers\[6\]\[10\],62
clknet_leaf_6_clk,61.96
RF.registers\[5\]\[3\],61.78
_1119_,61.46
_0616_,61.36
clknet_leaf_25_clk,61.26
_0923_,61.16
_1020_,61.14
clknet_leaf_11_clk,60.96
_1377_,60.88
_1376_,60.8
_1084_,60.78
_0945_,60.7
clknet_leaf_31_clk,60.56
_0835_,60.32
_0655_,60.22
_1009_,60.1
_0455_,59.96
_1090_,59.64
net44,59.52
net42,59.44
RF.registers\[4\]\[8\],59.32
_1311_,59.2
_0801_,59.1
_0656_,58.94
clknet_leaf_40_clk,58.82
clknet_leaf_34_clk,58.52
_1534_,58.5
_1271_,58.26
_1556_,58.08
RF.registers\[10\]\[29\],57.94
IM.address\[3\],57.86
net79,57.72
_0644_,57.52
_1163_,57.48
_0411_,57.36
_0730_,57.22
_0992_,57.14
_0409_,56.94
_1602_,56.94
_0404_,56.9
_1246_,56.4
_1537_,56.1
_0408_,55.94
_0576_,55.78
_1023_,55.6
_1243_,55.535
clknet_leaf_69_clk,55.42
clknet_leaf_41_clk,55.38
RF.registers\[7\]\[17\],55.18
RF.registers\[10\]\[22\],55.02
_0997_,55.02
RF.registers\[5\]\[8\],54.88
_1244_,54.86
_1356_,54.86
clknet_leaf_56_clk,54.8
_1209_,54.79
_0811_,54.76
net93,54.72
_0399_,54.48
net77,54.3
_0772_,54.26
_0421_,54.1
_1000_,53.84
RF.registers\[20\]\[6\],53.58
_1548_,53.28
RF.registers\[7\]\[0\],53.16
_1579_,52.98
_1280_,52.84
_1401_,52.84
RF.registers\[20\]\[7\],52.48
_1105_,52.46
_1273_,52.4
RF.registers\[7\]\[11\],52.38
clknet_leaf_35_clk,52.38
_1307_,52.36
_1175_,52.3
net89,52.24
clknet_leaf_66_clk,51.96
_1142_,51.92
RF.registers\[6\]\[3\],51.86
_0572_,51.62
_1640_,51.54
RF.registers\[7\]\[2\],51.38
clknet_leaf_45_clk,51.08
_0461_,51.04
_0613_,50.92
clknet_leaf_74_clk,50.92
clknet_leaf_60_clk,50.4
RF.registers\[5\]\[10\],50.3
RF.registers\[7\]\[19\],50.2
_1141_,50.12
_1659_,50.04
_1200_,50.02
_0612_,49.92
RF.registers\[5\]\[6\],49.86
_0970_,49.82
_0848_,49.78
clknet_leaf_52_clk,49.755
RF.registers\[10\]\[8\],49.72
_1063_,49.58
RF.registers\[5\]\[7\],49.24
_1546_,49.18
_0670_,49.08
_1162_,48.74
_1426_,48.68
_0785_,48.54
_0850_,48.36
_1612_,48.01
_0978_,48
_1015_,47.86
RF.registers\[15\]\[30\],47.82
RF.registers\[15\]\[1\],47.54
clknet_leaf_48_clk,47.52
_0829_,47.4
RF.registers\[15\]\[2\],47.36
_1055_,47.35
clknet_leaf_24_clk,46.9
RF.registers\[5\]\[24\],46.74
_1457_,46.36
_0982_,46.22
RF.registers\[7\]\[25\],46.19
RF.registers\[7\]\[1\],46.095
clknet_leaf_7_clk,45.76
RF.registers\[0\]\[30\],45.74
RF.registers\[6\]\[16\],45.72
_0633_,45.64
_0736_,45.64
_1550_,45.58
RF.registers\[21\]\[6\],45.36
clknet_leaf_30_clk,45.3
RF.registers\[6\]\[12\],45.08
_1638_,45.02
_0704_,44.78
_0996_,44.755
_0975_,44.68
_1152_,44.66
_1094_,44.54
_1484_,44.44
RF.registers\[6\]\[7\],44.42
RF.registers\[10\]\[30\],44.28
_0436_,44.16
_0868_,43.88
_1097_,43.88
_1522_,43.7
_0432_,43.6
_1071_,43.44
net56,43.3
_0458_,43.28
RF.registers\[10\]\[17\],43.2
clknet_leaf_71_clk,43.16
clknet_leaf_54_clk,43.12
RF.registers\[5\]\[17\],42.92
clknet_leaf_42_clk,42.9
clknet_leaf_46_clk,42.72
_0842_,42.62
clknet_leaf_62_clk,42.6
_0806_,42.42
RF.registers\[6\]\[5\],42.26
RF.registers\[5\]\[19\],42.2
RF.registers\[7\]\[13\],41.97
_1390_,41.87
RF.registers\[6\]\[11\],41.8
clknet_leaf_8_clk,41.62
_1506_,41.38
RF.registers\[7\]\[20\],41.3
_1685_,41
_0860_,40.74
_1135_,40.7
_1440_,40.66
_0805_,40.62
_1007_,40.42
_1230_,40.32
clknet_leaf_19_clk,40.28
net60,40.26
_1448_,40.16
clknet_leaf_72_clk,40.04
RF.registers\[4\]\[4\],40.02
clknet_leaf_28_clk,40
_1718_,39.98
_1197_,39.86
_0956_,39.78
net37,39.68
clknet_leaf_57_clk,39.66
_1062_,39.64
_1012_,39.55
_0423_,39.375
_0892_,39.36
net88,39.3
_0901_,39.22
_1527_,39.145
_0459_,39.1
_0699_,39.04
_0494_,38.9
RF.registers\[6\]\[0\],38.88
_0796_,38.84
_1635_,38.8
_1018_,38.78
_0414_,38.66
_1299_,38.46
clknet_leaf_76_clk,38.36
clknet_leaf_16_clk,38.06
_0462_,38.02
_1352_,37.94
_1465_,37.94
clknet_leaf_32_clk,37.94
net41,37.82
_0624_,37.78
RF.registers\[10\]\[24\],37.5
_0512_,37.46
_1321_,37.32
net45,37.06
clknet_leaf_1_clk,37.02
_1212_,36.96
RF.registers\[5\]\[13\],36.94
clknet_leaf_63_clk,36.94
RF.registers\[7\]\[22\],36.58
_1241_,36.46
RF.registers\[4\]\[7\],36.42
_1013_,36.26
RF.registers\[6\]\[8\],35.8
_0928_,35.7
_1058_,35.68
_0563_,35.6
RF.registers\[5\]\[1\],35.5
_0508_,35.48
net90,35.4
RF.registers\[6\]\[6\],35.38
RF.registers\[10\]\[7\],35.36
_0592_,35.34
_0477_,35.26
_0887_,35.26
RF.registers\[10\]\[2\],35.18
RF.registers\[7\]\[15\],35.14
_1519_,35.12
_1189_,34.58
_0990_,34.54
RF.registers\[7\]\[28\],34.44
clknet_leaf_29_clk,34.42
clknet_leaf_17_clk,34.38
RF.registers\[6\]\[13\],34.3
_0830_,34.3
_1080_,34.3
_1561_,34.26
clknet_leaf_44_clk,34.22
RF.registers\[5\]\[2\],34
RF.registers\[7\]\[23\],33.84
_1327_,33.84
_1268_,33.62
RF.registers\[4\]\[17\],33.58
_0969_,33.5
_0984_,33.42
_1391_,33.34
_0995_,33.26
_1330_,33.14
_1490_,33.09
_0937_,33.04
_0577_,33
_0911_,33
RF.registers\[6\]\[2\],32.92
_1499_,32.74
_1460_,32.5
clknet_leaf_14_clk,32.5
RF.registers\[10\]\[27\],32.46
net74,32.4
_1608_,32.24
_0823_,32.08
_1322_,32.04
_1617_,32.02
_1157_,31.62
RF.registers\[7\]\[21\],31.54
_1516_,31.5
RF.registers\[7\]\[27\],31.4
_0626_,31.4
_1022_,31.4
_1446_,31.34
RF.registers\[10\]\[0\],31.23
_1416_,31.14
_1302_,31.08
RF.registers\[10\]\[18\],30.98
RF.registers\[7\]\[24\],30.86
_1388_,30.86
RF.registers\[5\]\[16\],30.84
_1199_,30.78
RF.registers\[7\]\[18\],30.74
_1466_,30.74
_1493_,30.74
_0413_,30.64
_1159_,30.62
RF.registers\[25\]\[1\],30.52
_0682_,30.44
_1224_,30.34
_0600_,30.24
_1158_,30.08
net95,30
_1404_,29.92
clknet_leaf_20_clk,29.9
RF.registers\[5\]\[0\],29.88
RF.registers\[0\]\[12\],29.82
_1145_,29.82
_1349_,29.78
RF.registers\[10\]\[31\],29.72
RF.registers\[7\]\[9\],29.7
_0991_,29.64
_0818_,29.62
_1297_,29.54
clknet_leaf_3_clk,29.48
RF.registers\[6\]\[22\],29.29
_1680_,29.26
_1034_,29.24
_0790_,29.14
_0659_,29.08
_1043_,29.06
_1605_,28.975
_1389_,28.9
_1379_,28.74
_0924_,28.62
_1474_,28.56
_0771_,28.36
_1124_,28.26
RF.registers\[10\]\[1\],28.08
RF.registers\[6\]\[1\],27.94
_0651_,27.8
clknet_leaf_4_clk,27.78
_1577_,27.64
_0537_,27.56
net48,27.44
_1367_,27.24
net65,27.24
RF.registers\[10\]\[16\],27.12
RF.registers\[6\]\[14\],27.1
_1001_,27.02
_1335_,27.02
_1588_,26.9
net92,26.86
_1429_,26.78
_1508_,26.78
_0826_,26.66
_0689_,26.64
_1576_,26.56
_0525_,26.515
_0420_,26.48
RF.registers\[4\]\[12\],26.36
_1290_,26.36
_1395_,26.36
_2037_,26.18
RF.registers\[4\]\[30\],26.14
RF.registers\[7\]\[31\],26.11
_1282_,26.06
_0807_,25.96
_1545_,25.96
_1798_,25.8
_0754_,25.76
_1483_,25.65
_1660_,25.62
_1342_,25.44
net36,25.3
_0748_,25.24
_1108_,25.22
_0875_,25.18
_0517_,25.16
_1542_,25
_0831_,24.98
_0839_,24.98
_2105_,24.8
_1144_,24.72
_1677_,24.68
RF.registers\[10\]\[5\],24.52
RF.registers\[0\]\[15\],24.44
_0786_,24.42
_0675_,24.38
_1690_,24.38
RF.registers\[4\]\[0\],24.32
_0510_,24.14
_1193_,24.14
net38,24.14
_0925_,24.12
RF.registers\[5\]\[9\],24.1
_0646_,24.04
RF.registers\[0\]\[0\],24.02
_0553_,23.96
